20211104 16:29:56.143,-16
20211104 16:29:57.234,-16
20211104 16:29:57.933,-16
20211104 16:29:58.327,-16
20211104 16:29:59.239,-16
20211104 16:29:59.415,-16
20211104 16:29:59.703,-16
20211104 16:30:00.479,-16
20211104 16:30:01.585,-16
20211104 16:30:01.705,-16
20211104 16:30:02.258,-16
20211104 16:30:02.633,-16
20211104 16:30:03.714,-16
20211104 16:30:03.766,-16
20211104 16:30:04.771,-16
20211104 16:30:05.688,-16
20211104 16:30:05.839,-16
20211104 16:30:05.875,-16
20211104 16:30:06.886,-16
20211104 16:30:07.721,-16
20211104 16:30:07.979,-16
20211104 16:30:08.894,-16
20211104 16:30:09.055,-16
20211104 16:30:09.710,-16
20211104 16:30:09.777,-16
20211104 16:30:10.157,-16
20211104 16:30:11.207,-16
20211104 16:30:11.922,-16
20211104 16:30:12.320,-16
20211104 16:30:12.720,-16
20211104 16:30:13.402,-16
20211104 16:30:14.534,-16
20211104 16:30:14.726,-16
20211104 16:30:14.952,-16
20211104 16:30:15.654,-16
20211104 16:30:15.793,-16
20211104 16:30:16.815,-16
20211104 16:30:17.781,-16
20211104 16:30:17.907,-16
20211104 16:30:17.987,-16
20211104 16:30:18.993,-16
20211104 16:30:19.850,-16
20211104 16:30:20.113,-16
20211104 16:30:21.020,-16
20211104 16:30:21.262,-16
20211104 16:30:21.801,-16
20211104 16:30:22.362,-16
20211104 16:30:23.497,-16
20211104 16:30:23.786,-16
20211104 16:30:24.077,-16
20211104 16:30:24.556,-16
20211104 16:30:25.690,-16
20211104 16:30:25.787,-16
20211104 16:30:26.788,-16
20211104 16:30:27.095,-16
20211104 16:30:27.779,-16
20211104 16:30:27.873,-16
20211104 16:30:28.965,-16
20211104 16:30:29.811,-16
20211104 16:30:30.035,-16
20211104 16:30:30.132,-16
20211104 16:30:31.138,-16
20211104 16:30:31.810,-16
20211104 16:30:32.250,-16
20211104 16:30:33.321,-16
20211104 16:30:33.789,-16
20211104 16:30:34.417,-16
20211104 16:30:34.801,-16
20211104 16:30:35.509,-16
20211104 16:30:35.795,-16
20211104 16:30:36.625,-16
20211104 16:30:37.700,-16
20211104 16:30:37.795,-16
20211104 16:30:37.818,-16
20211104 16:30:38.815,-16
20211104 16:30:39.783,-16
20211104 16:30:39.893,-16
20211104 16:30:40.845,-16
20211104 16:30:40.956,-16
20211104 16:30:41.783,-16
20211104 16:30:42.020,-16
20211104 16:30:43.092,-16
20211104 16:30:43.783,-16
20211104 16:30:43.872,-16
20211104 16:30:44.166,-16
20211104 16:30:45.276,-16
20211104 16:30:45.793,-16
20211104 16:30:46.360,-16
20211104 16:30:46.899,-16
20211104 16:30:47.469,-16
20211104 16:30:47.781,-16
20211104 16:30:48.545,-16
20211104 16:30:49.651,-16
20211104 16:30:49.792,-16
20211104 16:30:49.959,-16
20211104 16:30:50.706,-16
20211104 16:30:51.828,-16
20211104 16:30:51.861,-16
20211104 16:30:52.897,-16
20211104 16:30:52.985,-16
20211104 16:30:53.803,-16
20211104 16:30:53.979,-16
20211104 16:30:55.052,-16
20211104 16:30:55.790,-16
20211104 16:30:56.014,-16
20211104 16:30:56.158,-16
20211104 16:30:57.227,-16
20211104 16:30:57.808,-16
20211104 16:30:58.340,-16
20211104 16:30:59.039,-16
20211104 16:30:59.413,-16
20211104 16:30:59.799,-16
20211104 16:31:00.715,-16
20211104 16:31:00.781,-16
20211104 16:31:00.791,-16
20211104 16:31:00.801,-16
20211104 16:31:01.785,-16
20211104 16:31:01.799,-16
20211104 16:31:02.067,-16
20211104 16:31:02.845,-16
20211104 16:31:03.802,-16
20211104 16:31:03.910,-16
20211104 16:31:05.022,-16
20211104 16:31:05.799,-16
20211104 16:31:05.810,-16
20211104 16:31:06.098,-16
20211104 16:31:07.197,-16
20211104 16:31:07.822,-16
20211104 16:31:08.275,-16
20211104 16:31:08.837,-16
20211104 16:31:09.386,-16
20211104 16:31:09.786,-16
20211104 16:31:10.458,-16
20211104 16:31:11.566,-16
20211104 16:31:11.796,-16
20211104 16:31:11.864,-16
20211104 16:31:12.621,-16
20211104 16:31:13.769,-16
20211104 16:31:13.842,-16
20211104 16:31:14.830,-16
20211104 16:31:14.932,-16
20211104 16:31:15.783,-16
20211104 16:31:15.895,-16
20211104 16:31:16.021,-20
20211104 16:31:16.038,-20
20211104 16:31:16.960,-20
20211104 16:31:17.794,-20
20211104 16:31:17.961,-20
20211104 16:31:18.033,-20
20211104 16:31:19.092,-20
20211104 16:31:19.793,-20
20211104 16:31:20.210,-20
20211104 16:31:21.043,-20
20211104 16:31:21.282,-20
20211104 16:31:21.793,-20
20211104 16:31:21.998,-16
20211104 16:31:22.014,-16
20211104 16:31:22.410,-16
20211104 16:31:23.474,-16
20211104 16:31:23.792,-16
20211104 16:31:24.071,-16
20211104 16:31:24.580,-16
20211104 16:31:25.658,-16
20211104 16:31:25.791,-16
20211104 16:31:26.783,-16
20211104 16:31:27.097,-16
20211104 16:31:27.439,-14
20211104 16:31:27.459,-14
20211104 16:31:27.841,-14
20211104 16:31:27.846,-14
20211104 16:31:28.901,-14
20211104 16:31:29.795,-14
20211104 16:31:29.970,-14
20211104 16:31:30.124,-14
20211104 16:31:30.458,-14
20211104 16:31:30.473,-14
20211104 16:31:30.495,-14
20211104 16:31:31.036,-14
20211104 16:31:31.801,-14
20211104 16:31:32.112,-14
20211104 16:31:32.386,-14
20211104 16:31:32.410,-14
20211104 16:31:32.422,-14
20211104 16:31:33.209,-14
20211104 16:31:33.778,-14
20211104 16:31:34.234,-14
20211104 16:31:34.245,-14
20211104 16:31:34.258,-14
20211104 16:31:34.325,-14
20211104 16:31:35.449,-14
20211104 16:31:35.826,-14
20211104 16:31:35.827,-14
20211104 16:31:36.386,-16
20211104 16:31:36.450,-16
20211104 16:31:36.529,-16
20211104 16:31:37.733,-16
20211104 16:31:37.764,-16
20211104 16:31:37.771,-16
20211104 16:31:37.779,-16
20211104 16:31:37.800,-16
20211104 16:31:38.807,-16
20211104 16:31:38.851,-16
20211104 16:31:39.800,-16
20211104 16:31:39.859,-16
20211104 16:31:40.928,-16
20211104 16:31:41.788,-16
20211104 16:31:41.875,-16
20211104 16:31:42.042,-16
20211104 16:31:43.107,-16
20211104 16:31:43.787,-16
20211104 16:31:44.215,-16
20211104 16:31:44.904,-16
20211104 16:31:45.289,-16
20211104 16:31:45.775,-16
20211104 16:31:46.385,-16
20211104 16:31:47.479,-16
20211104 16:31:47.786,-16
20211104 16:31:47.931,-16
20211104 16:31:48.589,-16
20211104 16:31:48.830,-16
20211104 16:31:48.840,-16
20211104 16:31:48.849,-16
20211104 16:31:49.665,-16
20211104 16:31:49.798,-16
20211104 16:31:50.784,-16
20211104 16:31:50.958,-16
20211104 16:31:51.843,-16
20211104 16:31:51.844,-16
20211104 16:31:52.901,-16
20211104 16:31:53.795,-16
20211104 16:31:53.972,-16
20211104 16:31:53.983,-16
20211104 16:31:54.602,-16
20211104 16:31:54.623,-16
20211104 16:31:54.636,-16
20211104 16:31:55.042,-16
20211104 16:31:55.796,-16
20211104 16:31:56.128,-16
20211104 16:31:57.013,-16
20211104 16:31:57.247,-16
20211104 16:31:57.793,-16
20211104 16:31:58.325,-16
20211104 16:31:59.425,-16
20211104 16:31:59.793,-16
20211104 16:32:00.505,-16
20211104 16:32:01.252,-16
20211104 16:32:01.623,-16
20211104 16:32:01.792,-16
20211104 16:32:02.694,-16
20211104 16:32:03.809,-16
20211104 16:32:03.826,-16
20211104 16:32:04.876,-16
20211104 16:32:05.460,-16
20211104 16:32:05.826,-16
20211104 16:32:05.941,-16
20211104 16:32:06.993,-16
