"TIME","LATITUDE","LONGITUDE","TYPE","NR-TAC","NR-PCI","NR-CI","NR-ARFCN","CSI-RSRP","CSI-RSRQ","CSI-SINR","SS-RSRP","SS-RSRQ","SS-SINR","TAC","PCI","ECI","EARFCN","BAND_WIDTH","RSSI","RSRP","RSRQ","SINR","CQI","LAC","CI","RXLEV","ARFCN","BSIC","PSC","UARFCN","NID","BID","SID","CDMADBM","CDMAECIO","EVDODBM","EVDOECIO","EVDOSNR"
"20210917 10:35:28.829","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:29.413","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:29.640","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:30.745","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:31.392","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:31.893","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:32.972","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:33.109","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:33.427","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:34.129","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:35.252","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:35.393","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:36.416","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:37.364","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:37.507","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:37.508","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:38.595","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:39.436","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:39.671","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:40.388","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:40.834","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:41.416","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:41.932","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:43.084","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:43.411","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:43.422","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:44.222","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:45.391","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:45.454","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:46.487","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:47.426","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:47.582","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:48.455","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:48.710","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:49.395","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:49.856","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:50.984","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:51.396","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:51.468","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:52.153","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:53.277","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:53.405","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:54.409","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:54.484","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:55.506","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:55.506","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:56.600","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:57.465","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:57.499","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:57.721","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:58.845","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:59.414","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:59.970","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:00.530","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:01.091","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:01.407","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:02.248","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:03.412","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:03.483","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:04.490","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:05.418","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:05.582","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:06.467","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:06.711","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:07.409","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:07.846","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:08.951","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:09.396","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:09.505","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:10.117","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:11.252","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:11.392","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:12.401","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:12.544","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:13.503","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:13.504","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:14.592","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:15.463","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:15.560","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:15.683","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:16.809","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:17.413","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:17.925","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:18.577","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:19.041","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:19.388","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:20.160","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:21.273","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:21.396","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:21.594","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:36:22.020","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:22.034","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:22.400","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:23.523","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:23.524","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:24.628","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:24.655","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:25.410","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:25.727","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:26.848","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:27.428","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:27.679","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:27.985","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-6","5.0","","","","","","","","","","","","","","","",""
"20210917 10:36:28.458","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:28.470","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:29.114","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:29.391","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:30.315","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:30.708","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:31.440","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:31.489","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:31.626","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:31.661","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:31.691","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:31.721","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:32.540","22.588589","113.97265","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:33.440","22.588589","113.97265","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:33.620","22.588589","113.97265","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:34.454","22.588589","113.97265","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-97","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:34.467","22.588589","113.97265","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-94","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:34.779","22.588589","113.97265","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-94","-10","10.0","","","","","","","","","","","","","","","",""
"20210917 10:36:34.836","22.588589","113.97265","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:34.848","22.588589","113.97265","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:35.414","22.588604","113.972783","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:35.893","22.588604","113.972783","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:36.543","22.588604","113.972783","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:36.964","22.588604","113.972783","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:37.376","22.588638","113.972751","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:38.012","22.588638","113.972751","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:39.098","22.588638","113.972751","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","-3","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:39.376","22.588565","113.972756","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","-3","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:39.569","22.588565","113.972756","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","-3","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:40.159","22.588565","113.972756","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","-3","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:41.296","22.588565","113.972756","LTE","","","","","","","","","","","9771","283","224778575","38950","","-65","-88","-6","21.0","","","","","","","","","","","","","","","",""
"20210917 10:36:41.311","22.588565","113.972756","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:41.323","22.588565","113.972756","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:41.427","22.588558","113.972726","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:42.419","22.588558","113.972726","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:42.581","22.588558","113.972726","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:43.404","22.588558","113.972726","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:43.516","22.588558","113.972726","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:44.649","22.588558","113.972726","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:45.400","22.588593","113.972698","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:45.612","22.588593","113.972698","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:45.798","22.588593","113.972698","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:46.936","22.588593","113.972698","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-88","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:47.226","22.588593","113.972698","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:47.238","22.588593","113.972698","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:47.409","22.588627","113.972673","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:48.095","22.588627","113.972673","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:48.680","22.588627","113.972673","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:49.214","22.588627","113.972673","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:49.389","22.58861","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:50.384","22.58861","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:51.463","22.58861","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:51.474","22.58855","113.972665","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:51.710","22.58855","113.972665","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:52.581","22.58855","113.972665","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-90","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:53.240","22.58855","113.972665","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:53.253","22.58855","113.972665","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:53.415","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:53.685","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:54.828","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:54.831","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:55.436","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:55.967","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:57.124","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:57.401","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:57.909","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:58.263","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:59.276","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-95","-3","11.0","","","","","","","","","","","","","","","",""
"20210917 10:36:59.290","22.588509","113.972675","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-96","-3","11.0","","","","","","","","","","","","","","","",""
