"TIME","LATITUDE","LONGITUDE","TYPE","NR-TAC","NR-PCI","NR-CI","NR-ARFCN","CSI-RSRP","CSI-RSRQ","CSI-SINR","SS-RSRP","SS-RSRQ","SS-SINR","TAC","PCI","ECI","EARFCN","BAND_WIDTH","RSSI","RSRP","RSRQ","SINR","CQI","LAC","CI","RXLEV","ARFCN","BSIC","PSC","UARFCN","NID","BID","SID","CDMADBM","CDMAECIO","EVDODBM","EVDOECIO","EVDOSNR"
"20210917 10:37:37.426","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-2","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:37.577","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:38.704","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:39.392","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:39.679","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:39.824","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:40.932","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:41.389","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:42.083","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:42.707","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:43.218","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:43.395","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:44.388","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:45.477","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:45.511","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:45.726","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:46.587","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-2","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:47.407","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-2","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:47.694","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-2","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:48.843","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:48.885","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:49.409","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:49.966","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:51.099","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:51.415","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:51.906","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:52.226","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:53.382","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:53.449","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:54.504","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:54.934","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:55.427","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:55.593","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:56.727","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:57.397","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:57.884","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:57.977","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:59.008","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:37:59.395","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:00.157","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-4","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:00.995","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-4","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:01.284","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-4","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:01.412","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-4","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:02.424","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-3","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:03.495","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-3","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:03.519","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-3","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:04.070","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-3","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:04.592","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:05.413","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:05.731","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:06.867","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:07.450","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:08.006","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:09.149","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:09.409","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:09.534","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:10.283","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:11.443","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:11.481","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:12.548","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:12.591","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:13.415","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:13.644","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-2","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:14.802","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-2","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:15.433","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-2","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:15.611","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-2","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:15.967","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:17.097","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:17.401","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:18.235","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:18.641","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:19.329","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:19.409","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:20.452","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:21.549","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:21.586","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:21.668","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:22.649","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:23.390","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:23.770","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:24.696","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:24.930","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:24.985","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:24.999","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:25.443","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:26.079","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:27.232","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:27.391","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:27.724","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:28.349","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:29.452","22.588542","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:29.492","22.588349","113.972671","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:30.578","22.588349","113.972671","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:30.752","22.588349","113.972671","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:30.923","22.588349","113.972671","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:30.941","22.588349","113.972671","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-98","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:31.400","22.588275","113.972676","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-98","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:31.739","22.588275","113.972676","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-98","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:32.859","22.588275","113.972676","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-98","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:33.421","22.588277","113.972666","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-98","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:33.771","22.588277","113.972666","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-98","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:33.995","22.588277","113.972666","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-98","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:35.126","22.588277","113.972666","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-98","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:35.391","22.588307","113.972645","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-98","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:36.257","22.588307","113.972645","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-98","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:36.817","22.588307","113.972645","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-98","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:36.920","22.588307","113.972645","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:36.934","22.588307","113.972645","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:37.404","22.588307","113.972645","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:37.468","22.588356","113.97261","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:38.511","22.588356","113.97261","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:39.434","22.588365","113.972607","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:39.601","22.588365","113.972607","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:40.443","22.588365","113.972607","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:40.701","22.588365","113.972607","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:41.402","22.588357","113.972623","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:41.797","22.588357","113.972623","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:42.910","22.588357","113.972623","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:43.129","22.588357","113.972623","LTE","","","","","","","","","","","9771","283","224778575","38950","","-71","-93","-6","15.0","","","","","","","","","","","","","","","",""
"20210917 10:38:43.167","22.588357","113.972623","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:44.034","22.588357","113.972623","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:45.013","22.588357","113.972623","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:45.088","22.588357","113.972623","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:45.409","22.588341","113.972678","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:46.153","22.588341","113.972678","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:47.276","22.588341","113.972678","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:47.411","22.588325","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:47.708","22.588325","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:48.390","22.588325","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:49.037","22.588325","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:49.049","22.588325","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:49.487","22.588325","113.972712","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:49.488","22.588336","113.972738","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:50.572","22.588336","113.972738","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:50.736","22.588336","113.972738","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:51.388","22.588356","113.97274","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:51.687","22.588356","113.97274","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:52.787","22.588356","113.97274","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:53.406","22.588379","113.972734","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:53.760","22.588379","113.972734","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:53.921","22.588379","113.972734","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-7","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:54.337","22.588379","113.972734","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:54.352","22.588379","113.972734","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:55.075","22.588379","113.972734","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:55.383","22.588401","113.972732","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:56.222","22.588401","113.972732","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:57.348","22.588401","113.972732","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:57.350","22.588401","113.972732","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:57.504","22.588435","113.972721","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:58.458","22.588435","113.972721","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:59.408","22.588482","113.972704","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:38:59.554","22.588482","113.972704","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-90","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:00.336","22.588482","113.972704","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:00.349","22.588482","113.972704","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:00.377","22.588482","113.972704","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:00.649","22.588482","113.972704","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:01.403","22.58854","113.972689","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:01.791","22.58854","113.972689","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:02.940","22.58854","113.972689","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:03.405","22.58854","113.972689","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:03.414","22.588577","113.972657","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:04.066","22.588577","113.972657","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:05.216","22.588577","113.972657","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:05.388","22.588587","113.97263","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:06.340","22.588587","113.97263","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:06.391","22.588587","113.97263","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-93","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:06.401","22.588587","113.97263","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-96","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:07.274","22.588587","113.97263","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-96","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:07.445","22.588587","113.97263","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-96","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:07.477","22.588587","113.97263","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-96","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:08.541","22.588587","113.97263","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-96","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:09.403","22.588587","113.97263","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-96","-8","5.0","","","","","","","","","","","","","","","",""
"20210917 10:39:09.674","22.588587","113.97263","LTE","","","","","","","","","","","9771","283","224778575","38950","","-67","-96","-8","5.0","","","","","","","","","","","","","","","",""
