20210925 15:55:46.242,-55
20210925 15:55:47.350,-55
20210925 15:55:48.483,-55
20210925 15:55:49.617,-55
20210925 15:55:49.620,-55
20210925 15:55:50.735,-55
20210925 15:55:51.844,-55
20210925 15:55:52.682,-55
20210925 15:55:52.962,-55
20210925 15:55:54.038,-55
20210925 15:55:55.178,-55
20210925 15:55:55.701,-55
20210925 15:55:56.238,-55
20210925 15:55:57.315,-55
20210925 15:55:58.368,-55
20210925 15:55:58.725,-55
20210925 15:55:59.447,-55
20210925 15:56:00.506,-55
20210925 15:56:01.606,-55
20210925 15:56:01.741,-55
20210925 15:56:02.702,-55
20210925 15:56:03.836,-55
20210925 15:56:04.759,-55
20210925 15:56:04.936,-55
20210925 15:56:05.614,-55
20210925 15:56:05.633,-55
20210925 15:56:05.642,-55
20210925 15:56:05.651,-55
20210925 15:56:06.056,-55
20210925 15:56:07.147,-55
20210925 15:56:07.570,-55
20210925 15:56:07.585,-55
20210925 15:56:07.786,-55
20210925 15:56:08.291,-55
20210925 15:56:08.367,-55
20210925 15:56:08.376,-55
20210925 15:56:09.416,-55
20210925 15:56:09.560,-55
20210925 15:56:09.571,-55
20210925 15:56:10.641,-55
20210925 15:56:10.689,-55
20210925 15:56:10.703,-55
20210925 15:56:10.803,-55
20210925 15:56:11.716,-55
20210925 15:56:12.865,-55
20210925 15:56:13.822,-55
20210925 15:56:13.965,-55
20210925 15:56:15.095,-55
20210925 15:56:15.574,-55
20210925 15:56:15.589,-55
20210925 15:56:16.209,-55
20210925 15:56:17.348,-55
20210925 15:56:18.455,-55
20210925 15:56:19.289,-55
20210925 15:56:19.591,-55
20210925 15:56:20.719,-55
20210925 15:56:21.842,-55
20210925 15:56:22.321,-55
20210925 15:56:22.946,-55
20210925 15:56:24.057,-55
20210925 15:56:25.167,-55
20210925 15:56:25.340,-55
20210925 15:56:26.308,-55
20210925 15:56:27.411,-55
20210925 15:56:28.366,-55
20210925 15:56:28.502,-55
20210925 15:56:29.658,-55
20210925 15:56:30.838,-55
20210925 15:56:31.432,-55
20210925 15:56:31.973,-55
20210925 15:56:33.088,-55
20210925 15:56:34.182,-55
20210925 15:56:34.459,-55
20210925 15:56:35.297,-55
20210925 15:56:36.409,-55
20210925 15:56:37.581,-55
20210925 15:56:37.632,-55
20210925 15:56:38.669,-55
20210925 15:56:39.820,-55
20210925 15:56:40.655,-55
20210925 15:56:40.958,-55
20210925 15:56:42.083,-55
20210925 15:56:43.211,-55
20210925 15:56:43.685,-55
20210925 15:56:44.341,-55
20210925 15:56:45.480,-55
20210925 15:56:46.627,-55
20210925 15:56:47.714,-55
20210925 15:56:48.843,-55
20210925 15:56:49.299,-55
20210925 15:56:49.998,-55
20210925 15:56:51.124,-55
20210925 15:56:51.792,-55
20210925 15:56:52.222,-55
20210925 15:56:52.323,-55
20210925 15:56:53.371,-55
20210925 15:56:53.778,-55
20210925 15:56:54.493,-55
20210925 15:56:55.340,-55
20210925 15:56:55.624,-55
20210925 15:56:55.764,-55
20210925 15:56:56.773,-55
20210925 15:56:57.870,-55
20210925 15:56:57.872,-55
20210925 15:56:58.373,-55
20210925 15:56:58.994,-55
20210925 15:56:59.764,-55
20210925 15:57:00.132,-55
20210925 15:57:01.270,-55
20210925 15:57:01.414,-55
20210925 15:57:01.773,-55
20210925 15:57:02.444,-55
20210925 15:57:03.573,-55
20210925 15:57:03.769,-55
20210925 15:57:04.432,-55
20210925 15:57:04.731,-55
20210925 15:57:05.814,-55
20210925 15:57:05.830,-55
20210925 15:57:06.892,-55
20210925 15:57:07.482,-55
20210925 15:57:07.780,-55
20210925 15:57:08.002,-55
20210925 15:57:09.155,-55
20210925 15:57:09.784,-55
20210925 15:57:10.275,-55
20210925 15:57:10.525,-55
20210925 15:57:11.425,-55
20210925 15:57:11.761,-55
20210925 15:57:12.552,-55
20210925 15:57:13.708,-55
20210925 15:57:13.710,-55
20210925 15:57:13.787,-55
20210925 15:57:14.803,-55
20210925 15:57:15.761,-55
20210925 15:57:15.880,-55
20210925 15:57:16.968,-55
20210925 15:57:17.773,-55
20210925 15:57:18.127,-55
20210925 15:57:19.268,-55
20210925 15:57:19.767,-55
20210925 15:57:19.780,-55
20210925 15:57:20.394,-55
20210925 15:57:21.500,-55
20210925 15:57:21.780,-55
20210925 15:57:22.657,-55
20210925 15:57:22.797,-55
20210925 15:57:23.757,-55
20210925 15:57:23.821,-55
20210925 15:57:24.851,-55
20210925 15:57:25.782,-55
20210925 15:57:25.811,-55
20210925 15:57:25.958,-55
20210925 15:57:27.087,-55
20210925 15:57:27.771,-55
20210925 15:57:28.248,-55
20210925 15:57:28.847,-55
20210925 15:57:29.381,-55
20210925 15:57:29.780,-55
20210925 15:57:30.552,-55
20210925 15:57:31.674,-55
20210925 15:57:31.759,-55
