20210927 17:07:19.140,25
20210927 17:07:19.931,25
20210927 17:07:20.327,25
20210927 17:07:20.871,25
20210927 17:07:21.489,25
20210927 17:07:22.650,25
20210927 17:07:22.877,25
20210927 17:07:22.947,25
20210927 17:07:23.763,25
20210927 17:07:24.448,25
20210927 17:07:24.462,25
20210927 17:07:24.881,25
20210927 17:07:24.920,25
20210927 17:07:25.333,24
20210927 17:07:25.346,24
20210927 17:07:25.980,24
20210927 17:07:26.023,24
20210927 17:07:26.875,24
20210927 17:07:27.123,24
20210927 17:07:28.351,24
20210927 17:07:28.874,24
20210927 17:07:29.052,24
20210927 17:07:29.479,24
20210927 17:07:30.636,24
20210927 17:07:30.697,25
20210927 17:07:30.770,25
20210927 17:07:30.877,25
20210927 17:07:31.778,25
20210927 17:07:32.071,25
20210927 17:07:32.940,25
20210927 17:07:32.974,25
20210927 17:07:34.036,25
20210927 17:07:34.882,25
20210927 17:07:35.190,25
20210927 17:07:35.192,25
20210927 17:07:36.311,25
20210927 17:07:36.606,25
20210927 17:07:36.619,25
20210927 17:07:36.909,25
20210927 17:07:37.471,25
20210927 17:07:38.231,25
20210927 17:07:38.563,25
20210927 17:07:38.885,25
20210927 17:07:39.679,25
20210927 17:07:40.339,25
20210927 17:07:40.349,23
20210927 17:07:40.772,23
20210927 17:07:40.863,23
20210927 17:07:41.249,23
20210927 17:07:41.904,23
20210927 17:07:41.974,23
20210927 17:07:42.006,25
20210927 17:07:42.889,25
20210927 17:07:43.009,25
20210927 17:07:43.196,25
20210927 17:07:43.217,29
20210927 17:07:44.159,29
20210927 17:07:44.850,29
20210927 17:07:44.938,29
20210927 17:07:45.303,29
20210927 17:07:46.439,29
20210927 17:07:46.885,29
20210927 17:07:47.557,29
20210927 17:07:47.958,29
20210927 17:07:48.698,29
20210927 17:07:48.885,29
20210927 17:07:49.305,29
20210927 17:07:49.348,24
20210927 17:07:49.808,24
20210927 17:07:50.092,24
20210927 17:07:50.119,27
20210927 17:07:50.949,27
20210927 17:07:50.981,27
20210927 17:07:52.070,27
20210927 17:07:52.200,27
20210927 17:07:52.858,27
20210927 17:07:53.206,27
20210927 17:07:53.221,24
20210927 17:07:53.235,24
20210927 17:07:54.318,24
20210927 17:07:54.891,24
20210927 17:07:55.219,24
20210927 17:07:55.486,24
20210927 17:07:56.577,24
20210927 17:07:56.893,24
20210927 17:07:57.700,24
20210927 17:07:58.896,24
20210927 17:07:58.940,24
20210927 17:07:59.152,24
20210927 17:07:59.180,24
20210927 17:07:59.496,24
20210927 17:08:00.001,24
20210927 17:08:00.891,24
20210927 17:08:01.138,24
20210927 17:08:02.286,24
20210927 17:08:02.890,24
20210927 17:08:03.433,24
20210927 17:08:03.754,24
20210927 17:08:04.227,24
20210927 17:08:04.239,25
20210927 17:08:04.526,25
20210927 17:08:04.887,25
20210927 17:08:05.619,25
20210927 17:08:06.150,25
20210927 17:08:06.164,26
20210927 17:08:06.772,26
20210927 17:08:06.869,26
20210927 17:08:07.889,26
20210927 17:08:08.016,26
20210927 17:08:08.184,26
20210927 17:08:08.204,24
20210927 17:08:08.869,24
20210927 17:08:08.986,24
20210927 17:08:10.131,24
20210927 17:08:10.885,24
20210927 17:08:11.075,28
20210927 17:08:11.108,28
20210927 17:08:11.109,28
20210927 17:08:11.246,28
20210927 17:08:12.358,28
20210927 17:08:12.885,28
20210927 17:08:13.553,28
20210927 17:08:14.647,28
20210927 17:08:14.856,28
20210927 17:08:15.786,28
20210927 17:08:15.895,28
20210927 17:08:16.910,28
20210927 17:08:16.941,28
20210927 17:08:17.040,28
20210927 17:08:17.070,28
20210927 17:08:18.002,28
20210927 17:08:18.884,28
20210927 17:08:18.910,28
20210927 17:08:19.144,28
20210927 17:08:20.335,28
20210927 17:08:20.913,28
20210927 17:08:21.501,28
20210927 17:08:21.964,28
20210927 17:08:21.965,28
20210927 17:08:21.995,21
20210927 17:08:22.402,25
20210927 17:08:22.411,25
20210927 17:08:22.666,25
20210927 17:08:22.893,25
20210927 17:08:23.761,25
20210927 17:08:24.437,25
20210927 17:08:24.459,25
20210927 17:08:24.885,25
20210927 17:08:24.927,25
20210927 17:08:25.005,25
20210927 17:08:25.644,29
20210927 17:08:25.670,29
20210927 17:08:25.989,29
20210927 17:08:26.869,29
20210927 17:08:27.133,29
20210927 17:08:28.026,29
20210927 17:08:28.302,29
20210927 17:08:28.888,29
20210927 17:08:29.457,29
20210927 17:08:29.491,25
20210927 17:08:29.524,25
20210927 17:08:30.622,25
20210927 17:08:30.893,25
20210927 17:08:31.059,25
20210927 17:08:31.724,25
20210927 17:08:32.820,25
20210927 17:08:32.874,25
20210927 17:08:33.933,25
20210927 17:08:34.094,25
20210927 17:08:34.875,25
20210927 17:08:35.019,25
20210927 17:08:36.147,25
20210927 17:08:36.876,25
20210927 17:08:37.122,25
20210927 17:08:37.257,25
20210927 17:08:38.357,25
20210927 17:08:38.869,25
20210927 17:08:39.452,25
20210927 17:08:40.154,25
20210927 17:08:40.568,25
20210927 17:08:40.877,25
20210927 17:08:41.712,25
20210927 17:08:42.878,25
20210927 17:08:42.926,25
20210927 17:08:43.983,25
20210927 17:08:44.021,30
20210927 17:08:44.032,30
20210927 17:08:44.885,30
20210927 17:08:45.103,30
20210927 17:08:45.660,27
20210927 17:08:45.682,27
20210927 17:08:45.917,27
20210927 17:08:46.263,27
20210927 17:08:46.869,27
20210927 17:08:47.424,27
20210927 17:08:48.547,27
20210927 17:08:48.876,27
20210927 17:08:48.933,27
20210927 17:08:49.676,27
20210927 17:08:50.765,27
20210927 17:08:50.866,27
20210927 17:08:51.659,27
20210927 17:08:51.693,27
20210927 17:08:51.879,27
20210927 17:08:51.949,27
20210927 17:08:52.879,27
20210927 17:08:52.957,27
